grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,sub_grade_A2,sub_grade_A3,sub_grade_A4,sub_grade_A5,sub_grade_B1,sub_grade_B2,sub_grade_B3,sub_grade_B4,sub_grade_B5,sub_grade_C1,sub_grade_C2,sub_grade_C3,sub_grade_C4,sub_grade_C5,sub_grade_D1,sub_grade_D2,sub_grade_D3,sub_grade_D4,sub_grade_D5,sub_grade_E1,sub_grade_E2,sub_grade_E3,sub_grade_E4,sub_grade_E5,sub_grade_F1,sub_grade_F2,sub_grade_F3,sub_grade_F4,sub_grade_F5,sub_grade_G1,sub_grade_G2,sub_grade_G3,sub_grade_G4,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,loan_status_Current,loan_status_Default,loan_status_Fully Paid,loan_status_Late (31-120 days),int_rate,loan_amnt,funded_amnt,funded_amnt_inv,term,installment,emp_length,annual_inc,issue_month,issue_year,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,acc_now_delinq
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,12.42,0.105746362,0.105746362,0.105746362,0,0.003533578,3.81E-05,0.951717259,5.08E-05,0.008506237,3.52E-05,4.23E-06,0,4.65E-05,0,0.128794839,0.000146353,9.73E-05,0,0,0.127199037,0.127199042,0.105746362,0.02145268,0,0,0,0.003561876,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,13.49,0.18586282,0.18586282,0.18586282,0,0.006306511,0.000167277,0.853110343,0.000223035,0.037377013,0.000464099,0,3.72E-05,0.000185863,0,0.166087016,0.000897717,0.000223035,0,0,0.226278361,0.226278318,0.18586282,0.040415498,0,0,0,0.031027567,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13.49,0.088395067,0.088395067,0.088395067,0,0.002999421,0.000212148,0.961738324,0.000424296,0.071104992,0.000227706,0,0,0.000212148,0,0.122798426,0.002407882,0.000212148,0,0,0.10785174,0.107851881,0.088395067,0.019456815,0,0,0,0.003393663,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.69,0.156362435,0.156362435,0.156362435,0,0.005245239,4.27E-05,0.896549115,0.000256157,0.042927626,0.000481788,0,6.40E-05,0.000256157,0,0.155423193,0.001387516,0.000619046,0,0,0.188802588,0.188802571,0.156362435,0.032440135,0,0,0,0.005320592,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,12.42,0.028867037,0.028867037,0.028867037,0,0.000964664,5.05E-05,0.974262512,8.66E-05,0.014512903,8.75E-05,0,2.17E-05,7.94E-05,0,0.211530433,0.000618476,0.000151552,0,0,0.031299879,0.031299879,0.028867037,0.002432842,0,0,0,0.023599597,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.49,0.142048744,0.142048744,0.142048744,0,0.004819856,9.94E-05,0.923316837,0.000170458,0.028566002,9.83E-05,1.42E-05,2.84E-05,0.000170458,0,0.203016065,0.000987239,0.000241483,0,0,0.131691118,0.131691118,0.096586896,0.028576656,0,0.006527566,6.37E-05,0.004819856,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.27,0.259726686,0.259726686,0.259726686,0,0.009295199,3.35E-05,0.8043149,0.000402157,0.067394886,0.000539561,0,3.35E-05,0.000134052,0,0.078688808,0.00224873,0.000234592,0,0,0.23237998,0.23237998,0.165400321,0.066580517,0,0.000399141,0,0.009295199,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,20.89,0.25227097,0.25227097,0.25227097,1.26E-05,0.006809298,0.000100908,0.882948395,0.000151363,0.025365846,0.000209763,0,1.26E-05,0.000126135,0,0.132063853,0.001007823,0.000302725,0,0,0.06844061,0.06844061,0.016628063,0.038270515,0,0.013542032,0.00013219,0.007455742,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,12.42,0.13578632,0.13578632,0.13578632,0,0.004537385,0,0.919386544,0.000169733,0.028444405,0.000164782,0,0,8.49E-05,0,0.159534782,0.001002839,0.000155588,0,0,0.1603652,0.1603652,0.13578632,0.02457888,0,0,0,0.05154081,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.71,0.294835059,0.294835059,0.294835059,1.40E-05,0.006515434,4.21E-05,0.842385883,0.000168477,0.028233967,9.29E-05,0,0,9.83E-05,0,0.148021239,0.001121777,0.000154437,0,0,0.052062817,0.052062817,0.030085391,0.021977426,0,0,0,0.006515434,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,10.65,0.279630422,0.279630422,0.279630422,0,0.009108562,5.99E-05,0.599208047,0.000239683,0.040166913,0.00030999,0,0,0.000139815,0,0.310429715,0.001310268,0.00027963,0,0,0.303600341,0.303600341,0.279630422,0.02396992,0,0,0,0.212582237,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.42,0.235175639,0.235175639,0.235175639,0,0.007858566,0,0.757494567,0.000211394,0.035426083,0.000362364,0,0,0.000123313,0,0.203131857,0.001678819,0.000264242,0,0,0.282887129,0.282887051,0.235175639,0.047711412,0,0,0,0.007916523,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16.77,0.275914957,0.275914957,0.275914957,0,0.00980565,0,0.772561878,0.000220732,0.036990999,0.000361081,0,3.68E-05,0.000183943,0,0.151532494,0.001377735,0.000698985,0,0,0.246001545,0.246001545,0.153880714,0.072168316,0,0.019952514,0.000750178,0.003470826,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,17.27,0.182523558,0.182523558,0.182523558,0,0.006532031,4.87E-05,0.912617788,0.000146019,0.024470325,0.000195057,0,0,0.000121682,0,0.164332043,0.000923569,0.00020686,0,0,0.12409655,0.12409655,0.084506582,0.039405498,0,0.00018447,6.86E-05,0.006532031,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13.49,0.083412532,0.083412532,0.081516793,7.58E-06,0.001918943,0,0.978201511,9.10E-05,0.015249327,8.30E-05,0,0,7.58E-05,0,0.013156431,0.000182749,0.000235072,0.021546974,0.02105992,0.091900743,0.089807619,0.061865558,0.030035185,0,0,0,0.001918943,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10.65,0.184371271,0.184371271,0.184371271,0,0.006005604,4.74E-05,0.884982099,6.32E-05,0.010593446,1.67E-05,5.27E-06,5.27E-06,8.43E-05,0,0.005789258,7.37E-06,0.000115891,0,0,0.200489323,0.200489323,0.184371271,0.016118053,0,0,0,0.001435936,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10.65,0.115386017,0.115386017,0.115386017,0,0.003758507,6.41E-05,0.948729476,0.000153848,0.025782365,0.000113976,0,0,8.97E-05,0,0.0947191,0.000919242,0.000128207,0,0,0.135293859,0.135293823,0.115386017,0.019907806,0,0,0,8.53E-05,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15.27,0.282626848,0.282626848,0.28199809,1.26E-05,0.006763804,0.000125752,0.653908614,0.000150902,0.025288658,0.00019152,0,1.26E-05,8.80E-05,0,0.233319624,0.000777145,0.000289229,0.074981563,0.074813936,0.324389099,0.323668919,0.207645285,0.116743814,0,0,0,0.006763804,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12.69,0.220140191,0.220140191,0.220140191,0,0.007384603,2.75E-05,0.804887572,0.000165105,0.02766887,0.000283981,0,0,0.00011007,0,0.360809773,0.001228657,0.000137588,0,0,0.169173884,0.169173884,0.130425771,0.038234911,0.000369223,0.000144054,2.45E-05,0.007272606,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,12.69,0.169300728,0.169300728,0.169300728,0,0.005679224,8.78E-05,0.890396421,0.00015049,0.025219538,0.000150113,0,2.51E-05,5.02E-05,0,0.083785049,0.00097442,0.000137949,0,0,0.204434331,0.204434391,0.169300728,0.035133663,0,0,0,0.005730516,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,12.69,0.238742327,0.238742327,0.238742327,0,0.008008611,0,0.746069771,0.000119371,0.020004617,0.000115392,0,0,9.95E-05,0,0.214957622,0.000841567,0.000328271,0,0,0.288268218,0.288268229,0.238742327,0.049525902,0,0,0,0.008148375,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10.65,0.174648353,0.174648353,0.174648353,0,0.005688879,0.000101878,0.873241765,0.000174648,0.029268153,0.000157766,0,1.46E-05,0.000174648,0,0.172450695,0.000710237,0.000261973,0,0,0.204780996,0.204781015,0.174648353,0.030132663,0,0,0,0.005764851,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,16.77,0.092200713,0.092200713,0.089456644,1.10E-05,0.002280102,7.68E-05,0.965868322,0.000131715,0.02207329,0.000124581,0,0,8.78E-05,0,0.104834405,0.000881395,0.000142692,0.025197577,0.024452507,0.109110104,0.105853443,0.067003136,0.042106968,0,0,0,0.002280102,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17.58,0.176499941,0.176499941,0.176342352,6.30E-06,0.004441747,4.41E-05,0.882499706,7.56E-05,0.012676478,7.61E-05,0,6.30E-06,8.19E-05,0,0.016931387,8.45E-05,0.000151286,0,0,0.179091654,0.178931732,0.176499941,0.002591713,0,0,0,0.179099722,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,6.62,0.184233097,0.184233097,0.184233097,0,0.005656746,0,0.868527457,0.000157914,0.026463768,0.000146729,0,1.32E-05,9.21E-05,0,0.159164236,0.000465847,0.000605337,0,0,0.20331549,0.203315435,0.184233097,0.019082338,0,0,0,0.028071465,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.27,0.161606123,0.161606123,0.161606123,0,0.005544571,5.39E-05,0.942702381,0.000161606,0.027082493,0.000113124,0,1.35E-05,9.43E-05,0,0.155492024,0.001160871,0.000161606,0,0,0.057116452,0.057116452,0.034129328,0.015668791,0,0.007318333,7.16E-05,0.005544571,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11.71,0.206301534,0.206301534,0.206301534,0,0.00682363,0,0.825206136,9.90E-05,0.016594895,5.68E-05,0,8.25E-06,6.60E-05,0,0.174349552,0.000735259,0.000148537,0,0,0.241600336,0.241600304,0.206301534,0.03529877,0,0,0,0.009263351,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,12.69,0.158345568,0.158345568,0.158345568,0,0.00531179,0.000123158,0.879697601,0.000211127,0.035381438,0.000313348,0,1.76E-05,0.000228721,0,0.224358076,0.000974705,0.000369473,0,0,0.191197171,0.191197171,0.158345568,0.032851603,0,0,0,0.005385685,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10.65,0.259904945,0.259904945,0.259904945,0,0.008466036,0.000117693,0.686541365,0.000235386,0.039446705,0.000489014,0,3.92E-05,0.00021577,0,0.262690342,0.001151428,0.000490387,0,0,0.304744568,0.304744531,0.259904945,0.044839586,0,0,0,0.008585298,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,13.49,0.212793791,0.212793791,0.212793791,0,0.0072202,8.51E-05,0.797976717,0.000127676,0.021396416,0.000238116,0,1.06E-05,7.45E-05,0,0.207984651,0.000966084,0.000180875,0,0,0.253879804,0.253879804,0.212793791,0.041086012,0,0,0,0.087987466,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,14.65,0.041067003,0.041067003,0.041067003,0,0.001416675,9.58E-05,0.971919062,0.000164268,0.027528581,0.000298968,0,1.37E-05,5.48E-05,0,0.206320621,0.001214214,0.000191646,0,0,0.050976968,0.050977018,0.041067003,0.009910015,0,0,0,0.001468693,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.65,0.136080765,0.136080765,0.136080765,0,0.004432715,0,0.888690712,0.000222173,0.037232438,0.000220877,0,0,9.26E-05,0,0.288583794,0.001434865,9.26E-05,0,0,0.159526093,0.159526093,0.136080765,0.023445327,0,0,0,0.004626376,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15.27,0.238090192,0.238090192,0.238090192,0,0.008285125,0.000144924,0.745325817,0.000248442,0.041634728,0.000436844,0,2.07E-05,0.000144924,0,0.185689646,0.001587958,0.000289849,0,0,0.298140663,0.298140679,0.238090192,0.060050487,0,0,0,0.008616795,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,0.149002628,0.149002628,0.149002628,0,0.00497898,0,0.938771135,0.000130991,0.021951962,0.000134157,0,1.09E-05,0.000130991,0,0.176183327,0.00080123,0.000371142,0,0,0.08954665,0.08954665,0.0634296,0.021088729,0,0.00502832,5.06E-05,0.00497898,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16.29,0.293881885,0.293881885,0.293881885,0,0.01037431,8.40E-05,0.839662528,0.000335865,0.056285378,0.000419831,0,2.80E-05,0.000195921,0,0.150551491,0.001553376,0.00022391,0,0,0.062195483,0.062195483,0.039601004,0.022594479,0,0,0,0.01037431,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.91,0.174700115,0.174700115,0.174336157,0,0.005629711,0.000131025,0.873500577,0.0001747,0.029276828,0.000225654,0,0,0.000101908,0,0.177145917,0.00124765,0.000305725,0,0,0.202643601,0.202221789,0.174700115,0.027943429,0,0,0,0.005751273,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8.9,0.150654508,0.150654508,0.150654508,0,0.004783783,7.53E-05,0.853708879,0.000301309,0.050494369,0.000364333,0,5.02E-05,0.000225982,0,0.343567606,0.001627069,0.000401745,0,0,0.172179551,0.172179522,0.150654508,0.021525014,0,0,0,0.004975616,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15.27,0.20720071,0.20720071,0.20720071,0,0.007210224,0,0.796371423,0.000216209,0.036233098,0.000390799,0,1.80E-05,0.000162157,0,0.236875455,0.001621571,0.000198192,0,0,0.245001506,0.245001506,0.20720071,0.037800797,0,0,0,0.122906236,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.42,0.079715077,0.079715077,0.079715077,0,0.002663736,0.000113879,0.933805184,0.000136654,0.022901003,0.000136654,0,1.14E-05,6.83E-05,0,0.288500251,0.000815371,0.000353024,0,0,0.09441374,0.09441374,0.079715077,0.014698663,0,0,0,0.027949131,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20.3,0.239804668,0.239804668,0.231785106,8.13E-06,0.006393518,6.50E-05,0.67470466,9.75E-05,0.016347362,0.000170139,0,0,9.75E-05,0,0.1795446,0.000729982,0.000284514,0,0,0.371942975,0.351938876,0.239804668,0.132138306,0,0,0,0.07951305,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,15.27,0.04425718,0.04425718,0.04425718,0,0.00154015,0.000199157,0.90727219,0.000265543,0.044500594,0.000392561,0,2.21E-05,0.0001549,0,0.400859408,0.002133196,0.000243414,0,0,0.055772898,0.055772898,0.04425718,0.011183789,0.000331929,0,0,0.000351402,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13.49,0.225833505,0.225833505,0.225833505,0,0.007662798,1.94E-05,0.699355369,0.000233118,0.039066768,0.000375515,0,1.94E-05,0.000330251,0,0.388122804,0.001645428,0.000602223,0,0,0.275784345,0.275784379,0.225833505,0.049950874,0,0,0,0.007889506,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,14.27,0.292832859,0.292832859,0.292832859,0,0.010046838,0,0.679877285,0.000233101,0.039063806,0.000391609,0,1.94E-05,0.000135975,0,0.20532294,0.001740486,0.000271951,0,0,0.301142319,0.301142319,0.22550636,0.065548912,0,0.010087048,9.78E-05,0.010046838,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,15.27,0.155068711,0.155068711,0.155068711,0,0.005396099,5.85E-05,0.877747422,0.000351099,0.058838335,0.000727945,0,5.85E-05,0.000321841,0,0.229823533,0.002419657,0.000380357,0,0,0.19376411,0.193764206,0.155068711,0.038695495,0,0,0,0.021705231,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,6.62,0.181339675,0.181339675,0.181339675,0,0.005567791,2.21E-05,0.884583783,0.000265375,0.04447245,0.000245472,0,2.21E-05,0.000154802,0,0.056900852,0.000563922,0.000243261,0,0,0.200413466,0.200413513,0.181339675,0.019073838,0,0,0,0.005765054,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.42,0.108847104,0.108847104,0.108847104,0,0.003637217,4.54E-05,0.952412159,0.000108847,0.01824096,0.000126807,0,9.07E-06,9.07E-05,0,0.101980666,0.000680294,0.000226765,0,0,0.130906589,0.130906602,0.108847104,0.022059498,0,0,0,0.003747878,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14.27,0.169500523,0.169500523,0.169500523,0,0.005815534,0.000117573,0.881794628,0.000235145,0.039406422,0.000148925,0,3.92E-05,0.000274336,0,0.12936907,0.001154171,0.000450695,0,0,0.209253486,0.209253392,0.169500523,0.039752869,0,0,0,0.006122398,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17.27,0.179037062,0.100601778,0.098044105,8.53E-06,0.002514874,0,0.929287608,0.000102307,0.01714493,6.61E-05,0,0,7.67E-05,0,0.216847985,0.000428836,0.000136409,0.027714767,0.0270126,0.120357068,0.11729238,0.072887011,0.047470057,0,0,0,0.002514874,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,17.27,0.238825125,0.238825125,0.238825125,1.49E-05,0.00597018,0.000134339,0.746328516,0.000179119,0.030017333,0.000164789,0,0,0.000149266,0,0.235660692,0.000629901,0.000238825,0.065481371,0.065481371,0.286339682,0.286339682,0.173343754,0.112995928,0,0,0,0.00597018,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.42,0.132807101,0.132807101,0.13253042,0,0.00443786,9.96E-05,0.918582449,0.000132807,0.022256257,0.000130704,0,2.21E-05,0.000154942,0,0.183163127,0.000565537,0.000675103,0,0,0.159726106,0.159393644,0.132807101,0.026919003,0,0,0,0.004559268,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.69,0.155677945,0.155677945,0.155677945,0,0.005222258,1.64E-05,0.860325483,0.000196646,0.032954563,0.000385754,0,3.28E-05,0.00022942,0,0.388850731,0.001233953,0.00068826,0,0,0.114745461,0.114745461,0.08794411,0.026801351,0,0,0,0.005222258,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,13.49,0.22932175,0.22932175,0.22932175,0,0.007781135,3.10E-05,0.77473564,0.000371873,0.062319735,0.000261861,0,0,0.000154947,0,0.161114024,0.002875819,0.000402863,0,0,0.280072998,0.280073132,0.22932175,0.050751382,0,0,0,0.0079116,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.49,0.192203973,0.192203973,0.192203973,0,0.006521588,0,0.800849889,0.00016017,0.026841819,0.00022584,0,1.33E-05,0.000200212,0,0.311223614,0.000867587,0.000347035,0,0,0.206265696,0.206265696,0.192203973,0.014061723,0,0,0,0.167203575,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,23.91,0.179408099,0.133908726,0.133723769,7.40E-06,0.003845326,7.40E-05,0.887792656,8.88E-05,0.014877925,9.59E-05,0,2.22E-05,5.18E-05,0,0.236685522,0.000732429,0.000147965,0,0,0.164154712,0.163928177,0.133908726,0.030245986,0,0,0,0.122069641,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7.9,0.101553008,0.101553008,0.101553008,0,0.003177622,4.23E-05,0.959111744,0.000169255,0.028364319,0.000112555,0,0,7.05E-05,0,0.123880565,0.00116927,0.000197464,0,0,0.109040709,0.109040709,0.095123715,0.012801603,0.000211273,0.000904104,0.000162739,0.003177622,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.77,0.363387679,0.363387679,0.363038268,1.40E-05,0.008986298,0,0.740751808,0.000167717,0.028106639,0.000164503,0,1.40E-05,6.99E-05,0,0.105661956,0.001016088,0.00019567,0,0,0.134487684,0.134359799,0.055155261,0.061383167,0,0.017949255,0.000171491,0.008986298,0,0
