,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_length,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,acc_now_delinq,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,sub_grade_A2,sub_grade_A3,sub_grade_A4,sub_grade_A5,sub_grade_B1,sub_grade_B2,sub_grade_B3,sub_grade_B4,sub_grade_B5,sub_grade_C1,sub_grade_C2,sub_grade_C3,sub_grade_C4,sub_grade_C5,sub_grade_D1,sub_grade_D2,sub_grade_D3,sub_grade_D4,sub_grade_D5,sub_grade_E1,sub_grade_E2,sub_grade_E3,sub_grade_E4,sub_grade_E5,sub_grade_F1,sub_grade_F2,sub_grade_F3,sub_grade_F4,sub_grade_F5,sub_grade_G1,sub_grade_G2,sub_grade_G3,sub_grade_G4,sub_grade_G5,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,loan_status_Current,loan_status_Default,loan_status_Fully Paid,loan_status_In Grace Period,loan_status_Late (16-30 days),loan_status_Late (31-120 days),issue_month,issue_year
1598,12000.0,12000.0,12000.0,0,13.49,407.17,0,65000.0,19.57,0.0,0.0,16.0,0.0,26523.0,76.2,39.0,0.0,0.0,14556.8233361,14556.82,12000.0,2556.82,0.0,0.0,0.0,2784.45,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,2011
1599,18000.0,18000.0,18000.0,1,15.27,430.78,0,95000.0,14.41,0.0,3.0,17.0,1.0,20224.0,41.1,28.0,0.0,0.0,25364.7257615,25364.73,18000.0,7364.73,0.0,0.0,0.0,5578.25,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,2011
1600,2600.0,2600.0,2600.0,1,17.27,65.0,6,95000.0,5.36,0.0,1.0,11.0,0.0,5813.0,92.3,14.0,547.79,547.79,3308.84,3308.84,2052.21,1256.63,0.0,0.0,0.0,65.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,2011
1601,25000.0,25000.0,24950.0,1,14.27,585.22,0,129996.0,18.62,0.0,3.0,14.0,0.0,45086.0,45.4,36.0,4975.92,4965.98,29829.7,29770.02,20024.08,9805.62,0.0,0.0,0.0,585.22,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,2011
1602,17500.0,17500.0,17492.9977259,0,7.9,547.58,6,75000.0,13.22,0.0,1.0,10.0,0.0,18553.0,49.2,19.0,0.0,0.0,19712.3242282,19703.74,17500.0,2212.32,0.0,0.0,0.0,550.94,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,2011
1603,9600.0,9600.0,9600.0,0,6.03,292.19,0,60000.0,13.18,0.0,3.0,8.0,0.0,2436.0,10.6,17.0,0.0,0.0,9785.95,9785.95,9600.0,185.95,0.0,0.0,0.0,8910.37,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,2011
1604,12000.0,12000.0,12000.0,0,11.71,396.92,5,38340.0,18.78,0.0,0.0,11.0,0.0,14469.0,73.4,14.0,0.0,0.0,14281.8704236,14281.87,12000.0,2281.87,0.0,0.0,0.0,425.23,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,2011
1605,8000.0,8000.0,8000.0,0,12.69,268.36,6,84996.0,17.1,1.0,3.0,11.0,0.0,9345.0,57.6,32.0,0.0,0.0,9654.61387101,9654.61,8000.0,1654.61,0.0,0.0,0.0,292.25,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2011
1606,12000.0,12000.0,12000.0,1,18.25,306.36,9,52000.0,21.23,0.0,3.0,12.0,0.0,9710.0,78.3,38.0,2572.77,2572.77,15595.52,15595.52,9427.23,6168.29,0.0,0.0,0.0,306.36,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,9,2011
1607,4000.0,4000.0,3750.0,0,8.9,127.02,0,62400.0,11.44,0.0,0.0,17.0,0.0,4816.0,17.1,26.0,0.0,0.0,4530.16,4246.99,4000.0,530.16,0.0,0.0,0.0,1237.42,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,2011
1608,24000.0,24000.0,24000.0,1,17.27,599.96,5,119004.0,5.7,2.0,1.0,3.0,0.0,381.0,7.6,13.0,6588.15,6588.15,28759.72,28759.72,17411.86,11347.86,0.0,0.0,0.0,599.96,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,2011
1609,6400.0,6400.0,6400.0,0,10.65,208.47,9,65000.0,7.09,1.0,1.0,7.0,0.0,8343.0,50.0,14.0,0.0,0.0,6948.03,6948.03,6400.0,548.03,0.0,0.0,0.0,4870.55,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,2011
1610,31150.0,31150.0,31150.0,1,13.49,716.6,0,110000.0,10.64,0.0,2.0,7.0,0.0,31623.0,65.3,21.0,0.0,0.0,41934.8990333,41934.9,31150.0,10784.9,0.0,0.0,0.0,11853.66,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,2011
1611,6700.0,6700.0,6450.0,1,20.3,178.63,9,87500.0,3.84,0.0,0.0,4.0,0.0,7247.0,94.3,4.0,0.0,0.0,8636.96,8314.43,6700.0,1936.96,0.0,0.0,0.0,5437.7,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,9,2011
1612,15000.0,15000.0,15000.0,0,14.27,514.64,0,34800.0,10.1,0.0,2.0,4.0,0.0,9582.0,86.3,13.0,0.0,0.0,18515.1260689,18515.13,15000.0,3515.13,0.0,0.0,0.0,552.48,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,10,2011
1613,2200.0,2200.0,2200.0,0,12.69,73.8,7,38400.0,9.63,0.0,1.0,11.0,0.0,8396.0,32.7,15.0,0.0,0.0,2653.88781,2653.89,2200.0,453.89,0.0,0.0,0.0,84.61,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,2011
1614,8000.0,8000.0,8000.0,0,6.03,243.49,9,120000.0,0.5,0.0,0.0,8.0,0.0,315.0,0.5,17.0,0.0,0.0,8441.47,8441.47,8000.0,441.47,0.0,0.0,0.0,5520.96,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,2011
1615,5600.0,5600.0,5600.0,0,6.62,171.95,7,38000.0,4.39,0.0,0.0,15.0,0.0,4393.0,27.1,23.0,0.0,0.0,6188.81787454,6188.82,5600.0,588.82,0.0,0.0,0.0,179.25,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,2011
1616,5000.0,5000.0,4750.0,0,17.27,178.94,8,60000.0,17.58,0.0,0.0,17.0,1.0,13656.0,99.7,27.0,0.0,0.0,6474.32712541,6150.44,5000.0,1474.33,0.0,0.0,0.0,226.67,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,2011
1617,18225.0,18225.0,18225.0,1,12.69,411.79,0,51654.36,17.19,1.0,2.0,7.0,0.0,5161.0,22.1,28.0,0.0,0.0,1647.01,1647.01,706.13,940.88,0.0,0.0,0.0,206.51,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,2011
1618,14125.0,14125.0,14075.0,1,12.69,319.16,0,60000.0,7.76,0.0,3.0,13.0,0.0,12819.0,24.4,29.0,0.0,0.0,16732.94,16673.72,14124.99,2607.95,0.0,0.0,0.0,10712.28,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,10,2011
1619,5000.0,5000.0,5000.0,0,10.65,162.87,6,49000.0,20.25,0.0,1.0,10.0,0.0,5415.0,77.4,53.0,0.0,0.0,5860.660460499998,5860.66,5000.0,860.66,0.0,0.0,0.0,174.21,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,9,2011
1620,6000.0,6000.0,5750.0,1,8.9,124.26,0,48000.0,18.18,0.0,0.0,11.0,0.0,12682.0,36.4,30.0,0.0,0.0,7233.00401309,6931.58,6000.0,1233.0,0.0,0.0,0.0,2644.35,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,2011
1621,12000.0,12000.0,12000.0,1,14.65,283.28,1,81996.0,10.13,0.0,2.0,11.0,0.0,4842.0,32.7,22.0,2401.04,2401.04,14446.44,14446.44,9598.96,4847.48,0.0,0.0,0.0,283.28,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,2011
1622,6000.0,6000.0,6000.0,0,12.42,200.5,4,68000.0,10.11,2.0,0.0,4.0,0.0,1296.0,68.2,13.0,0.0,0.0,2069.3,2069.3,1290.38,509.1,0.0,269.82,2.55,200.5,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10,2011
1623,5000.0,5000.0,5000.0,0,11.71,165.38,6,70000.0,12.86,1.0,1.0,12.0,1.0,6191.0,35.0,19.0,0.0,0.0,5951.77442393,5951.77,5000.0,951.77,0.0,0.0,0.0,173.27,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,2011
1624,5000.0,5000.0,4750.0,0,10.65,162.87,0,35000.0,15.22,1.0,0.0,6.0,0.0,7272.0,66.5,11.0,0.0,0.0,5861.89526261,5568.68,5000.0,861.9,0.0,0.0,0.0,176.35,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,2011
1625,3000.0,3000.0,3000.0,0,17.27,107.37,11,46000.0,16.62,0.0,0.0,4.0,0.0,4136.0,79.5,9.0,0.0,0.0,3166.91,3166.91,3000.0,166.91,0.0,0.0,0.0,2846.47,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,9,2011
1626,7200.0,7200.0,7200.0,0,16.29,254.17,0,65000.0,19.16,0.0,1.0,9.0,0.0,12224.0,99.4,19.0,0.0,0.0,8550.9,8550.9,7200.0,1350.9,0.0,0.0,0.0,4492.27,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,2011
1627,9000.0,9000.0,9000.0,0,9.91,290.03,2,65000.0,16.41,0.0,0.0,10.0,0.0,12844.0,57.6,22.0,0.0,0.0,9822.26,9822.26,9000.0,822.26,0.0,0.0,0.0,6349.71,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,2011
1628,6200.0,6200.0,6200.0,0,6.03,188.71,4,65000.0,0.65,0.0,0.0,7.0,0.0,1252.0,4.5,12.0,0.0,0.0,6320.25,6320.25,6200.0,120.25,0.0,0.0,0.0,5754.44,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,2011
1629,4000.0,4000.0,4000.0,0,17.58,143.77,2,50000.0,10.78,0.0,0.0,4.0,0.0,2232.0,89.3,4.0,0.0,0.0,5016.5,5016.5,4000.0,1016.5,0.0,0.0,0.0,1730.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,9,2011
1630,26000.0,26000.0,25750.0,1,10.65,560.78,6,84000.0,9.01,0.0,0.0,7.0,0.0,8699.0,36.9,39.0,0.0,0.0,33415.3800208,33094.08,26000.0,7415.38,0.0,0.0,0.0,5937.16,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,10,2011
1631,14000.0,14000.0,14000.0,0,16.77,497.54,1,145000.0,9.67,0.0,0.0,13.0,0.0,28318.0,88.9,18.0,0.0,0.0,16048.69,16048.69,14000.01,2048.68,0.0,0.0,0.0,10602.36,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,2011
1632,15000.0,15000.0,14875.0,0,11.71,496.14,0,100000.0,16.76,3.0,0.0,16.0,0.0,2294.0,38.2,32.0,0.0,0.0,17852.043118999998,17703.23,15000.0,2852.04,0.0,0.0,0.0,529.23,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,2011
1633,2700.0,2700.0,2700.0,0,7.9,84.49,2,32000.0,23.18,0.0,1.0,9.0,0.0,18458.0,49.2,22.0,0.0,0.0,2876.98,2876.98,2700.0,176.98,0.0,0.0,0.0,1016.44,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,2011
1634,21600.0,21600.0,21592.997726400004,0,7.9,675.87,0,112140.0,5.72,0.0,2.0,12.0,0.0,12696.0,30.0,33.0,0.0,0.0,24330.3468814,24321.77,21600.0,2730.35,0.0,0.0,0.0,681.9,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,10,2011
1635,13225.0,13225.0,13225.0,0,12.42,441.92,2,88000.0,10.4,0.0,2.0,9.0,0.0,17958.0,51.3,27.0,0.0,0.0,15877.727872799998,15877.73,13225.0,2652.73,0.0,0.0,0.0,1757.28,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,10,2011
1636,28000.0,28000.0,27500.0,1,12.69,632.66,0,105000.0,25.37,0.0,0.0,13.0,0.0,35818.0,64.7,27.0,6020.85,5913.5,31668.63,31102.86,21979.15,9657.85,31.63,0.0,0.0,632.66,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,2011
1637,20000.0,20000.0,20000.0,0,11.71,661.52,5,48000.0,11.7,0.0,0.0,15.0,0.0,13145.0,29.6,27.0,0.0,0.0,23809.2689215,23809.27,20000.0,3809.27,0.0,0.0,0.0,684.07,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,10,2011
1638,3000.0,3000.0,3000.0,0,9.91,96.68,8,50000.0,4.75,0.0,3.0,9.0,0.0,7321.0,55.5,27.0,0.0,0.0,1059.96,1059.96,821.71,238.25,0.0,0.0,0.0,96.68,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2011
1639,12000.0,12000.0,12000.0,1,9.91,254.44,7,40000.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,24.0,0.0,0.0,15025.7728807,15025.77,12000.0,3025.77,0.0,0.0,0.0,4073.15,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,2011
1640,16000.0,16000.0,16000.0,0,6.03,486.97,0,90000.0,1.36,0.0,0.0,8.0,0.0,2569.0,6.3,20.0,0.0,0.0,16434.48,16434.48,16000.0,434.48,0.0,0.0,0.0,555.77,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,2011
1641,5000.0,5000.0,5000.0,0,16.77,177.7,7,82000.0,23.82,0.0,3.0,14.0,0.0,26809.0,94.1,28.0,0.0,0.0,6323.9390452,6323.94,5000.0,1323.94,0.0,0.0,0.0,1371.86,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,2011
1642,2600.0,2600.0,2600.0,1,19.91,68.76,5,74400.0,16.69,0.0,0.0,5.0,0.0,7012.0,73.0,8.0,571.82,571.82,3519.8,3519.8,2028.18,1476.62,15.0,0.0,0.0,68.76,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,10,2011
1643,20000.0,20000.0,19750.0,1,12.69,451.9,0,175000.0,15.18,0.0,0.0,17.0,0.0,119126.0,82.5,40.0,3874.32,3825.92,23023.1,22735.26,16125.68,6897.42,0.0,0.0,0.0,451.9,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,2011
1644,32000.0,32000.0,31742.9977243,0,7.9,1001.29,4,135000.0,10.65,0.0,0.0,9.0,0.0,128872.0,48.0,20.0,0.0,0.0,35980.582185800005,35690.91,32000.0,3980.58,0.0,0.0,0.0,4945.91,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,2011
1645,7000.0,7000.0,7000.0,0,6.03,213.05,9,25200.0,8.52,0.0,0.0,7.0,0.0,7286.0,24.2,19.0,0.0,0.0,7588.09,7588.09,7000.0,588.09,0.0,0.0,0.0,2690.32,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,2011
1646,4200.0,4200.0,4200.0,1,12.42,94.33,1,36960.0,16.1,2.0,0.0,9.0,0.0,3348.0,30.2,22.0,0.0,0.0,4685.39,4685.39,4200.0,485.39,0.0,0.0,0.0,3649.53,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,9,2011
1647,19100.0,19100.0,19100.0,1,22.06,528.18,11,150000.0,3.93,0.0,1.0,7.0,0.0,8262.0,36.1,13.0,4350.25,4350.25,26922.62,26922.62,14749.75,12172.87,0.0,0.0,0.0,528.18,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,2011
1648,30100.0,30100.0,30100.0,1,19.42,787.79,8,100000.0,3.31,0.0,3.0,15.0,0.0,3737.0,5.7,25.0,0.0,0.0,33143.47,33143.47,30100.0,3043.47,0.0,0.0,0.0,12426.58,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,2011
1649,8000.0,8000.0,7967.99766842,0,7.9,250.33,0,42672.48,18.62,0.0,1.0,6.0,0.0,11336.0,70.8,17.0,0.0,0.0,5503.3,5477.56,4659.45,843.85,0.0,0.0,0.0,250.33,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,2011
1650,20000.0,20000.0,20000.0,1,19.42,523.45,1,63240.0,19.79,0.0,1.0,11.0,0.0,9000.0,72.6,16.0,0.0,0.0,27416.5,27416.5,20000.0,7416.5,0.0,0.0,0.0,13845.15,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,10,2011
1651,2200.0,2200.0,2200.0,0,9.91,70.9,11,7200.0,4.17,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2565.83423087,2565.83,2200.0,350.9,14.934414668499999,0.0,0.0,78.03,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,10,2011
1652,6000.0,6000.0,6000.0,0,10.65,195.44,8,160000.0,14.44,0.0,1.0,12.0,0.0,14250.0,29.7,37.0,0.0,0.0,6996.78968375,6996.79,6000.0,996.79,0.0,0.0,0.0,1348.35,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,9,2011
1653,14000.0,14000.0,14000.0,1,16.77,346.21,5,130000.0,13.5,1.0,2.0,13.0,1.0,9542.0,56.5,36.0,0.0,0.0,17320.54,17320.54,14000.0,3320.54,0.0,0.0,0.0,11104.25,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,2011
1654,3000.0,3000.0,3000.0,0,7.9,93.88,3,18000.0,4.67,0.0,1.0,4.0,0.0,285.0,2.5,10.0,0.0,0.0,3378.31584818,3378.32,3000.0,378.32,0.0,0.0,0.0,99.8,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,2011
1655,1000.0,1000.0,950.0,0,14.65,34.5,2,25000.0,19.1,0.0,2.0,5.0,0.0,2801.0,73.7,6.0,0.0,0.0,1241.21190141,1179.16,1000.0,241.21,0.0,0.0,0.0,35.95,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,2011
